"Freq [GHz]","dB(S(FloquetPort1:1,FloquetPort1:1)) []","dB(S(FloquetPort1:1,FloquetPort2:1)) []"
1,-6.00303656298486,-1.25525763575401
1.01,-5.97455839213647,-1.26484367968542
1.02,-5.94720892551575,-1.27412929509681
1.03,-5.9209716819976,-1.28311128056282
1.04,-5.89583087248708,-1.29178658675886
1.05,-5.87177138114929,-1.30015231509378
1.06,-5.84877874755264,-1.30820571636126
1.07,-5.82683914967955,-1.31594418941354
1.08,-5.80593938776108,-1.32336527986075
1.09,-5.78606686889518,-1.33046667879793
1.1,-5.76720959241043,-1.33724622156346
1.11,-5.74935613593967,-1.34370188653065
1.12,-5.73249564217002,-1.34983179393493
1.13,-5.71661780623768,-1.35563420473887
1.14,-5.70171286373786,-1.36110751953699
1.15,-5.68777157932179,-1.36625027750185
1.16,-5.67478523585437,-1.37106115537333
1.17,-5.66274562410737,-1.37553896649229
1.18,-5.65164503296454,-1.37968265988015
1.19,-5.64147624011609,-1.38349131936508
1.2,-5.63223250322114,-1.38696416275644
1.21,-5.62390755151786,-1.39010054106758
1.22,-5.61649557786178,-1.39289993778836
1.23,-5.60999123117381,-1.39536196820745
1.24,-5.60438960928011,-1.39748637878508
1.25,-5.59968625212679,-1.39927304657657
1.26,-5.59587713535294,-1.40072197870676
1.27,-5.59295866420613,-1.40183331189526
1.28,-5.59092766778506,-1.40260731203267
1.29,-5.58978139359437,-1.40304437380734
1.3,-5.589517502397,-1.40314502038258
1.31,-5.59013406335007,-1.40290990312358
1.32,-5.59162954941004,-1.40233980137368
1.33,-5.59400283299365,-1.40143562227915
1.34,-5.59725318188079,-1.40019840066182
1.35,-5.601380255346,-1.39862929893839
1.36,-5.60638410050493,-1.39672960708538
1.37,-5.61226514886233,-1.39450074264879
1.38,-5.61902421304808,-1.39194425079648
1.39,-5.62666248372734,-1.38906180441267
1.4,-5.63518152667107,-1.38585520423202
1.41,-5.64458327997266,-1.38232637901233
1.42,-5.6548700513962,-1.37847738574339
1.43,-5.66604451584142,-1.3743104098902
1.44,-5.67810971291008,-1.36982776566842
1.45,-5.69106904455776,-1.36503189634965
1.46,-5.70492627281469,-1.35992537459368
1.47,-5.71968551755825,-1.35451090280604
1.48,-5.73535125431937,-1.34879131351681
1.49,-5.75192831210381,-1.34276956977861
1.5,-5.7694218712086,-1.33644876558046
1.51,-5.78783746101269,-1.32983212627385
1.52,-5.80718095771989,-1.32292300900796
1.53,-5.82745858203052,-1.31572490317027
1.54,-5.84867689671712,-1.30824143082863
1.55,-5.87084280407795,-1.30047634717077
1.56,-5.89396354323998,-1.29243354093742
1.57,-5.91804668728173,-1.2841170348441
1.58,-5.94310014014371,-1.27553098598752
1.59,-5.96913213329263,-1.26667968623174
1.6,-5.9961512221024,-1.25756756256895
1.61,-6.02416628191307,-1.24819917744995
1.62,-6.05318650372531,-1.23857922907912
1.63,-6.08322138948541,-1.22871255166819
1.64,-6.1142807469122,-1.21860411564333
1.65,-6.14637468381351,-1.20825902779962
1.66,-6.17951360183605,-1.197682531397
1.67,-6.21370818958797,-1.18688000619139
1.68,-6.24896941506883,-1.17585696839461
1.69,-6.28530851733658,-1.16461907055698
1.7,-6.32273699733535,-1.15317210136543
1.71,-6.36126660780224,-1.1415219853505
1.72,-6.40090934216419,-1.12967478249554
1.73,-6.44167742232945,-1.11763668774085
1.74,-6.48358328527007,-1.1054140303755
1.75,-6.52663956828351,-1.09301327330975
1.76,-6.57085909281256,-1.08044101222091
1.77,-6.61625484669261,-1.06770397456465
1.78,-6.6628399646851,-1.05480901844515
1.79,-6.71062770714367,-1.04176313133581
1.8,-6.75963143664794,-1.02857342864364
1.81,-6.80986459242538,-1.01524715210966
1.82,-6.86134066236778,-1.00179166803789
1.83,-6.91407315243252,-0.988214465345653
1.84,-6.96807555320211,-0.97452315342795
1.85,-7.02336130335655,-0.960725459828779
1.86,-7.07994374979382,-0.946829227712579
1.87,-7.13783610411184,-0.932842413128792
1.88,-7.19705139514262,-0.918773082063337
1.89,-7.25760241720469,-0.904629407270451
1.9,-7.31950167371341,-0.890419664879151
1.91,-7.38276131576078,-0.87615223076847
1.92,-7.44739307524644,-0.861835576706526
1.93,-7.51340819210972,-0.847478266248218
1.94,-7.58081733517904,-0.833088950387444
1.95,-7.64963051611971,-0.818676362959902
1.96,-7.71985699592389,-0.804249315793044
1.97,-7.79150518334828,-0.789816693600511
1.98,-7.86458252466471,-0.775387448618909
1.99,-7.93909538404833,-0.760970594985495
2,-8.01504891388639,-0.746575202855944
2.01,-8.09244691424893,-0.732210392262195
2.02,-8.17129168072165,-0.717885326711336
2.03,-8.2515838397627,-0.703609206526934
2.04,-8.33332217070652,-0.689391261935432
2.05,-8.41650341350711,-0.675240745900965
2.06,-8.50112206128421,-0.661166926712829
2.07,-8.58717013671774,-0.647179080331186
2.08,-8.67463695132581,-0.63328648249681
2.09,-8.76350884666577,-0.619498400612649
2.1,-8.85376891651857,-0.605824085405162
2.11,-8.94539670915773,-0.59227276237502
2.12,-9.03836790887138,-0.578853623047432
2.13,-9.13265399600439,-0.565575816033787
2.14,-9.22822188492352,-0.552448437916948
2.15,-9.32503353948977,-0.539480523973936
2.16,-9.42304556585726,-0.526681038750628
2.17,-9.52220878271581,-0.514058866504177
2.18,-9.62246776946501,-0.501622801529785
2.19,-9.72376039326314,-0.489381538389613
2.2,-9.82601731644637,-0.477343662062258
2.21,-9.92916148647216,-0.46551763803249
2.22,-10.0331076113227,-0.453911802341506
2.23,-10.1377616242169,-0.442534351618828
2.24,-10.2430201425349,-0.431393333117792
2.25,-10.3487699270648,-0.420496634777095
2.26,-10.4548873490478,-0.409851975331542
2.27,-10.5612378740063,-0.399466894495621
2.28,-10.6676755730124,-0.389348743243913
2.29,-10.7740426738399,-0.37950467421273
2.3,-10.8801691663407,-0.36994163224749
2.31,-10.9858724783369,-0.360666345120641
2.32,-11.0909572402661,-0.351685314444755
2.33,-11.1952151586847,-0.34300480680546
2.34,-11.2984250204115,-0.334630845138705
2.35,-11.4003528504614,-0.326569200376339
2.36,-11.5007522478321,-0.318825383383828
2.37,-11.5993649234882,-0.311404637213195
2.38,-11.6959214643628,-0.304311929693683
2.39,-11.7901423456667,-0.297551946381881
2.4,-11.881739211083,-0.291129083892158
2.41,-11.9704164363447,-0.285047443627307
2.42,-12.0558729861366,-0.279310825928124
2.43,-12.1378045671458,-0.273922724659598
2.44,-12.2159060714301,-0.26888632224999
2.45,-12.2898742942083,-0.264204485197814
2.46,-12.3594108989431,-0.259879760060187
2.47,-12.4242255905896,-0.255914369934645
2.48,-12.4840394456348,-0.252310211444812
2.49,-12.5385883357422,-0.249068852238763
2.5,-12.5876263711571,-0.24619152900721
2.51,-12.6309292813694,-0.243679146026957
2.52,-12.6682976446345,-0.241532274233321
2.53,-12.6995598755306,-0.239751150823453
2.54,-12.7245748813253,-0.238335679390764
2.55,-12.7432343038123,-0.237285430588901
2.56,-12.7554642734992,-0.23659964332196
2.57,-12.7612266172054,-0.236277226455956
2.58,-12.7605194776712,-0.236316761044847
2.59,-12.7533773237179,-0.236716503062823
2.6,-12.7398703507111,-0.237474386632955
2.61,-12.7201032923045,-0.238588027740804
2.62,-12.6942136844283,-0.240054728420168
2.63,-12.6623696400785,-0.241871481396691
2.64,-12.6247672077427,-0.244034975173926
2.65,-12.5816273965913,-0.246541599545058
2.66,-12.5331929575655,-0.249387451512592
2.67,-12.4797250111651,-0.252568341597155
2.68,-12.4214996104168,-0.256079800515765
2.69,-12.3588043216672,-0.259917086209092
2.7,-12.2919348972403,-0.264075191196579
2.71,-12.2211921033843,-0.268548850237663
2.72,-12.1468787551319,-0.273332548276997
2.73,-12.069296997457,-0.278420528651087
2.74,-11.9887458601041,-0.283806801533603
2.75,-11.9055191022096,-0.289485152596456
2.76,-11.8199033527451,-0.295449151863737
2.77,-11.7321765441231,-0.301692162735607
2.78,-11.6426066291607,-0.308207351159477
2.79,-11.5514505659974,-0.314987694926029
2.8,-11.4589535514687,-0.322025993067955
2.81,-11.3653484806828,-0.329314875339794
2.82,-11.2708556090053,-0.336846811757657
2.83,-11.1756823921073,-0.344614122178243
2.84,-11.080023480005,-0.352608985897228
2.85,-10.9840608419161,-0.360823451247712
2.86,-10.8879640001208,-0.369249445180251
2.87,-10.7918903526909,-0.377878782806719
2.88,-10.6959855668106,-0.3867031768911
2.89,-10.6003840263643,-0.395714247271224
2.9,-10.5052093194137,-0.404903530196212
2.91,-10.4105747530926,-0.414262487565495
2.92,-10.3165838852305,-0.423782516055979
2.93,-10.2233310636989,-0.433454956125039
2.94,-10.1309019659806,-0.443271100877849
2.95,-10.0393741328386,-0.453222204788572
2.96,-9.9488174911656,-0.463299492265623
2.97,-9.85929486215775,-0.473494166052569
2.98,-9.77086245187039,-0.483797415456593
2.99,-9.6835703219997,-0.494200424397764
3,-9.5974628393934,-0.504694379272849
3.01,-9.5125791033508,-0.515270476628602
3.02,-9.42895335022783,-0.525919930639814
3.03,-9.34661533523526,-0.536633980388563
3.04,-9.26559069161922,-0.547403896941586
3.05,-9.18590126764644,-0.558220990223422
3.06,-9.10756544200205,-0.569076615683781
3.07,-9.03059841834162,-0.579962180757936
3.08,-8.95501249983969,-0.590869151119724
3.09,-8.88081734464341,-0.601789056727226
3.1,-8.80802020318224,-0.612713497661575
3.11,-8.73662613830449,-0.623634149759996
3.12,-8.66663822921519,-0.634542770044336
3.13,-8.59805776018153,-0.645431201947027
3.14,-8.53088439495034,-0.656291380336417
3.15,-8.46511633779697,-0.66711533634395
3.16,-8.40075048208923,-0.677895201995949
3.17,-8.33778254721482,-0.688623214652604
3.18,-8.27620720467968,-0.699291721257585
3.19,-8.21601819414334,-0.709893182401229
3.2,-8.15720843011522,-0.720420176200814
3.21,-8.09977009999427,-0.730865402001281
3.22,-8.04369475409201,-0.741221683899961
3.23,-7.98897338823936,-0.751481974098895
3.24,-7.93559651953786,-0.761639356088137
3.25,-7.88355425577908,-0.771687047664045
3.26,-7.83283635901899,-0.781618403785539
3.27,-7.7834323037614,-0.79142691927227
3.28,-7.73533133017086,-0.801106231348067
3.29,-7.68852249270615,-0.810650122032889
3.3,-7.64299470453617,-0.820052520386916
3.31,-7.59873677807366,-0.829307504609592
3.32,-7.55573746193686,-0.83840930399716
3.33,-7.51398547462603,-0.847352300761529
3.34,-7.47346953517994,-0.856131031713377
3.35,-7.43417839105711,-0.864740189812568
3.36,-7.39610084346786,-0.873174625588294
3.37,-7.35922577036568,-0.88142934843196
3.38,-7.32354214729051,-0.889499527765139
3.39,-7.28903906624126,-0.897380494085126
3.4,-7.25570575274109,-0.905067739890558
3.41,-7.22353158124656,-0.912556920489394
3.42,-7.19250608903931,-0.919843854691623
3.43,-7.16261898872862,-0.926924525388721
3.44,-7.13386017948251,-0.933795080022203
3.45,-7.10621975709653,-0.940451830943398
3.46,-7.07968802299976,-0.946891255666576
3.47,-7.0542554922908,-0.953109997017332
3.48,-7.02991290088803,-0.95910486317857
3.49,-7.00665121187288,-0.964872827635846
3.5,-6.98446162109749,-0.970411029024715
3.51,-6.96333556212334,-0.975716770881097
3.52,-6.9432647105515,-0.980787521298007
3.53,-6.92424098780072,-0.985620912489583
3.54,-6.90625656438466,-0.990214740265235
3.55,-6.8893038627357,-0.994566963415739
3.56,-6.87337555961883,-0.998675703013133
3.57,-6.85846458817546,-1.00253924162701
3.58,-6.84456413963383,-1.006156022459
3.59,-6.8316676647194,-1.00952464839752
3.6,-6.81976887479602,-1.01264388099528
3.61,-6.80886174276593,-1.01551263937123
3.62,-6.79894050375406,-1.01812999903982
3.63,-6.78999965559977,-1.02049519066903
3.64,-6.78203395917717,-1.02260759876997
3.65,-6.77503843856303,-1.02446676032041
3.66,-6.76900838106915,-1.02607236332408
3.67,-6.76393933715449,-1.02742424530889
3.68,-6.75982712023036,-1.02852239176605
3.69,-6.75666780637037,-1.02936693453281
3.7,-6.75445773393514,-1.02995815012208
3.71,-6.75319350312005,-1.03029645800073
3.72,-6.75287197543273,-1.03038241882069
3.73,-6.75349027310541,-1.03021673260523
3.74,-6.75504577844528,-1.02980023689408
3.75,-6.75753613312462,-1.0291339048509
3.76,-6.76095923741006,-1.02821884333679
3.77,-6.76531324932883,-1.02705629095414
3.78,-6.770596583767,-1.02564761606502
3.79,-6.77680791149214,-1.02399431478897
3.8,-6.78394615808979,-1.02209800898576
3.81,-6.79201050279829,-1.01996044422895
3.82,-6.80100037722203,-1.01758348777742
3.83,-6.81091546389467,-1.01496912655315
3.84,-6.82175569465436,-1.01211946513564
3.85,-6.83352124877646,-1.00903672378647
3.86,-6.84621255078581,-1.00572323652172
3.87,-6.85983026783138,-1.00218144925877
3.88,-6.87437530644196,-0.998413918076096
3.89,-6.8898488083686,-0.994423307648953
3.9,-6.90625214501474,-0.990212389965697
3.91,-6.92358690956359,-0.985784043512402
3.92,-6.94185490512031,-0.981141253279633
3.93,-6.96105812548208,-0.976287112305844
3.94,-6.9811987211857,-0.971224826313908
3.95,-7.00227893336769,-0.965957725154959
3.96,-7.02430094896463,-0.960489291012232
3.97,-7.0472665339542,-0.954823234421706
3.98,-7.07117590521166,-0.9489637380697
3.99,-7.09602320246727,-0.942916507039775
4,-7.12179718312483,-0.936694787690385
4.01,-7.14909165662402,-0.930150446962123
4.02,-7.17659292898385,-0.923607754562294
4.03,-7.20527466825353,-0.916837725784527
4.04,-7.23495575015862,-0.909890315314806
4.05,-7.26562258158717,-0.902773638919287
4.06,-7.29727513711817,-0.895492917750187
4.07,-7.32991644581695,-0.888052819878959
4.08,-7.36355059360501,-0.880457891072191
4.09,-7.39818214421101,-0.872712675373804
4.1,-7.43381591915896,-0.864821757905807
4.11,-7.47045689325133,-0.85678978261593
4.12,-7.50811013317712,-0.848621460502699
4.13,-7.54678075358308,-0.840321573774621
4.14,-7.58647388020507,-0.831894978123032
4.15,-7.62719461534797,-0.823346604068669
4.16,-7.66894800335174,-0.814681457837678
4.17,-7.71173899473052,-0.805904621995762
4.18,-7.7555724081704,-0.797021255960061
4.19,-7.80045288981836,-0.788036596451795
4.2,-7.84638486942121,-0.778955957922619
4.21,-7.89337251293676,-0.769784732969802
4.22,-7.94141967127081,-0.760528392745326
4.23,-7.99052982480583,-0.751192487357011
4.24,-8.04070602339008,-0.741782646255529
4.25,-8.09195082145149,-0.73230457859793
4.26,-8.14426620789472,-0.722764073576009
4.27,-8.19765353043003,-0.713167000695915
4.28,-8.25211341397424,-0.703519309994133
4.29,-8.30764567275429,-0.693827032173235
4.3,-8.36424921573636,-0.684096278640375
4.31,-8.42192194499659,-0.674333241429801
4.32,-8.48066064664585,-0.664544192990597
4.33,-8.54046087391946,-0.654735485819419
4.34,-8.60131682204598,-0.644913551917987
4.35,-8.66322119451675,-0.63508490205417
4.36,-8.72616506039126,-0.625256124805508
4.37,-8.79013770229432,-0.615433885363243
4.38,-8.85512645478951,-0.605624924075368
4.39,-8.92111653285283,-0.595836054706711
4.4,-8.98809085022005,-0.586074162394507
4.41,-9.05602982744634,-0.576346201278001
4.42,-9.12491118959504,-0.566659191781204
4.43,-9.19470975357062,-0.557020217528351
4.44,-9.26539720522847,-0.54743642187265
4.45,-9.33694186653457,-0.537915004019392
4.46,-9.40930845321543,-0.528463214726248
4.47,-9.48245782353366,-0.519088351564193
4.48,-9.55634671905226,-0.509797753724704
4.49,-9.63092749851305,-0.500598796359952
4.5,-9.70614786625431,-0.49149888444514
4.51,-9.78195059693319,-0.482505446153916
4.52,-9.85827325870057,-0.473625925740232
4.53,-9.93504793740254,-0.46486777592258
4.54,-10.0122009648522,-0.456238449769126
4.55,-10.0896526547295,-0.447745392085382
4.56,-10.1673170502188,-0.439396030308871
4.57,-10.2451016880863,-0.431197764918785
4.58,-10.3229073845123,-0.423157959372007
4.59,-10.4006280486341,-0.415283929580332
4.6,-10.4781505303909,-0.407582932947687
4.61,-10.5553545098891,-0.400062156989875
4.62,-10.632112436095,-0.392728707563384
4.63,-10.7082895231856,-0.385589596733907
4.64,-10.783743813317,-0.378651730319216
4.65,-10.8583263148634,-0.371921895145403
4.66,-10.9318812253004,-0.365406746059344
4.67,-11.0042462478053,-0.359112792744773
4.68,-11.0752530102793,-0.35304638639307
4.69,-11.1447275948181,-0.347213706284124
4.7,-11.2124911846156,-0.341620746336436
4.71,-11.2783608338527,-0.336273301689239
4.72,-11.3421503642628,-0.331176955383219
4.73,-11.4036713897596,-0.326337065209453
4.74,-11.4627344677822,-0.321758750799491
4.75,-11.5191503728543,-0.317446881032028
4.76,-11.5727314843498,-0.313406061834377
4.77,-11.6232932766687,-0.309640624458703
4.78,-11.6706558960727,-0.306154614314931
4.79,-11.7146458044523,-0.302951780443437
4.8,-11.7550974664614,-0.300035565711455
4.81,-11.7918550529486,-0.297409097817598
4.82,-11.8247741306361,-0.295075181188705
4.83,-11.8537233057416,-0.293036289852705
4.84,-11.8785857878943,-0.291294561370079
4.85,-11.8992608404074,-0.28985179190486
4.86,-11.9156650838581,-0.288709432514012
4.87,-11.927733622037,-0.287868586731373
4.88,-11.9354209626581,-0.287330009519207
4.89,-11.9387017096821,-0.287094107656753
4.9,-11.9375710095577,-0.287160941631023
4.91,-11.9320447399043,-0.287530229090545
4.92,-11.9221594358908,-0.288201349917686
4.93,-11.9079719565027,-0.289173352969748
4.94,-11.8895588997293,-0.290444964533278
4.95,-11.867015782128,-0.29201459852981
4.96,-11.8404560039668,-0.293880368504818
4.97,-11.8100096259668,-0.29604010142496
4.98,-11.7758219874012,-0.298491353301671
4.99,-11.7380521978401,-0.301231426652102
5,-11.696871536138,-0.304257389801056
