"Freq [GHz]","re(Gamma(1)) []","im(Gamma(1)) []"
2,0.0499297959656868,56.8020492652496
2.00571428571429,0.0500367547075496,56.9652502202815
2.01142857142857,0.0501436845983025,57.1284586284184
2.01714285714286,0.0502505858917666,57.2916745030499
2.02285714285714,0.0503574588396708,57.4548978575027
2.02857142857143,0.0504643036916663,57.6181287050414
2.03428571428571,0.0505711206953403,57.7813670588683
2.04,0.0506779100962305,57.9446129321227
2.04571428571429,0.0507846721378396,58.107866337882
2.05142857142857,0.0508914070616489,58.2711272891607
2.05714285714286,0.0509981151071327,58.4343957989111
2.06285714285714,0.0511047965117726,58.5976718800226
2.06857142857143,0.0512114515110712,58.7609555453225
2.07428571428571,0.051318080338566,58.9242468075753
2.08,0.051424683225844,59.0875456794829
2.08571428571429,0.0515312604025547,59.2508521736848
2.09142857142857,0.0516378120964248,59.4141663027577
2.09714285714286,0.0517443385332711,59.5774880792159
2.10285714285714,0.051850839937015,59.7408175155111
2.10857142857143,0.0519573165296956,59.9041546240323
2.11428571428571,0.0520637685314837,60.0674994171058
2.12,0.052170196160695,60.2308519069954
2.12571428571429,0.0522765996338036,60.3942121059022
2.13142857142857,0.0523829791654556,60.5575800259649
2.13714285714286,0.0524893349684821,60.720955679259
2.14285714285714,0.0525956672539128,60.884339077798
2.14857142857143,0.0527019762309888,61.0477302335323
2.15428571428571,0.0528082621071758,61.2111291583497
2.16,0.0529145250881774,61.3745358640756
2.16571428571429,0.0530207653779477,61.5379503624723
2.17142857142857,0.053126983178704,61.7013726652399
2.17714285714286,0.0532331786909401,61.8648027840154
2.18285714285714,0.0533393521134388,62.0282407303734
2.18857142857143,0.0534455036432842,62.1916865158259
2.19428571428571,0.0535516334758745,62.3551401518219
2.2,0.0536577418049347,62.5186016497481
2.20571428571429,0.0537638288225284,62.6820710209282
2.21142857142857,0.0538698947190705,62.8455482766235
2.21714285714286,0.0539759396833394,63.0090334280325
2.22285714285714,0.0540819639024886,63.1725264862912
2.22857142857143,0.0541879675620598,63.3360274624727
2.23428571428571,0.0542939508459936,63.4995363675877
2.24,0.0543999139366422,63.6630532125841
2.24571428571429,0.0545058570147811,63.8265780083474
2.25142857142857,0.0546117802596203,63.9901107657002
2.25714285714286,0.0547176838488167,64.1536514954026
2.26285714285714,0.0548235679584847,64.3172002081522
2.26857142857143,0.0549294327632086,64.4807569145838
2.27428571428571,0.055035278436053,64.64432162527
2.28,0.0551411051485749,64.8078943507204
2.28571428571429,0.0552469130708346,64.9714751013822
2.29142857142857,0.0553527023714066,65.1350638876403
2.29714285714286,0.0554584732173907,65.2986607198167
2.30285714285714,0.0555642257744233,65.4622656081711
2.30857142857143,0.0556699602066877,65.6258785629007
2.31428571428571,0.0557756766769253,65.7894995941401
2.32,0.0558813753464462,65.9531287119617
2.32571428571429,0.0559870563751394,66.1167659263751
2.33142857142857,0.0560927199214843,66.2804112473278
2.33714285714286,0.0561983661425597,66.4440646847047
2.34285714285714,0.0563039951940558,66.6077262483285
2.34857142857143,0.056409607230283,66.7713959479592
2.35428571428571,0.0565152024041831,66.9350737932947
2.36,0.0566207808673391,67.0987597939708
2.36571428571429,0.0567263427699852,67.2624539595605
2.37142857142857,0.0568318882610167,67.4261562995748
2.37714285714286,0.0569374174880002,67.5898668234625
2.38285714285714,0.0570429305971833,67.7535855406102
2.38857142857143,0.057148427733504,67.9173124603421
2.39428571428571,0.0572539090406013,68.0810475919204
2.4,0.0573593746608239,68.2447909445451
2.40571428571429,0.0574648247352405,68.4085425273542
2.41142857142857,0.0575702594036492,68.5723023494233
2.41714285714286,0.057675678804587,68.7360704197664
2.42285714285714,0.0577810830753398,68.8998467473351
2.42857142857143,0.0578864723519516,69.0636313410192
2.43428571428571,0.0579918467692352,69.2274242096465
2.44,0.0580972064607815,69.3912253619828
2.44571428571429,0.0582025515589708,69.5550348067323
2.45142857142857,0.0583078821949831,69.7188525525369
2.45714285714286,0.0584131984988104,69.882678607977
2.46285714285714,0.0585185005992686,70.0465129815712
2.46857142857143,0.0586237886240107,70.2103556817762
2.47428571428571,0.058729062699539,70.374206716987
2.48,0.0588343229512151,70.5380660955373
2.48571428571429,0.0589395695032629,70.7019338256988
2.49142857142857,0.0590448024787558,70.865809915682
2.49714285714286,0.0591500219995818,71.0296943736357
2.50285714285714,0.0592552281863837,71.1935872076474
2.50857142857143,0.0593604211584989,71.3574884257433
2.51428571428571,0.0594656010339546,71.5213980358877
2.52,0.0595707679295672,71.6853160459837
2.52571428571429,0.0596759219611247,71.8492424638724
2.53142857142857,0.0597810632435429,72.0131772973337
2.53714285714286,0.0598861918909011,72.1771205540862
2.54285714285714,0.0599913080163716,72.3410722417875
2.54857142857143,0.0600964117321196,72.505032368034
2.55428571428571,0.0602015031492351,72.6690009403614
2.56,0.0603065823777074,72.8329779662441
2.56571428571429,0.0604116495264291,72.9969634530959
2.57142857142857,0.0605167047032125,73.1609574082694
2.57714285714286,0.0606217480148093,73.3249598390564
2.58285714285714,0.0607267795669284,73.4889707526879
2.58857142857143,0.0608317994642504,73.6529901563339
2.59428571428571,0.0609368078104409,73.8170180571039
2.6,0.0610418047081609,73.9810544620466
2.60571428571429,0.0611467902590759,74.1450993781501
2.61142857142857,0.0612517645638648,74.3091528123417
2.61714285714286,0.0613567277222276,74.4732147714887
2.62285714285714,0.0614616798328926,74.6372852623974
2.62857142857143,0.0615666209936243,74.8013642918141
2.63428571428571,0.0616715513012297,74.9654518664244
2.64,0.0617764708515654,75.129547992854
2.64571428571429,0.0618813797395446,75.2936526776681
2.65142857142857,0.0619862780591438,75.4577659273718
2.65714285714286,0.0620911659034091,75.6218877484103
2.66285714285714,0.0621960433644632,75.7860181471684
2.66857142857143,0.0623009105335115,75.9501571299714
2.67428571428571,0.0624057675008491,76.1143047030843
2.68,0.0625106143558667,76.2784608727123
2.68571428571429,0.0626154511870575,76.4426256450012
2.69142857142857,0.0627202780820229,76.6067990260366
2.69714285714286,0.0628250951274795,76.7709810218447
2.70285714285714,0.0629299024092649,76.9351716383923
2.70857142857143,0.063034700012344,77.0993708815865
2.71428571428571,0.0631394880208154,77.2635787572747
2.72,0.063244266517917,77.4277952712455
2.72571428571429,0.0633490355860329,77.5920204292278
2.73142857142857,0.0634537953066989,77.7562542368915
2.73714285714286,0.0635585457606085,77.9204966998471
2.74285714285714,0.0636632870276194,78.0847478236464
2.74857142857143,0.0637680191867592,78.2490076137818
2.75428571428571,0.0638727423162312,78.4132760756869
2.76,0.0639774564934207,78.5775532147367
2.76571428571429,0.064082161794901,78.7418390362472
2.77142857142857,0.0641868582964385,78.9061335454755
2.77714285714286,0.0642915460729996,79.0704367476205
2.78285714285714,0.064396225198756,79.2347486478222
2.78857142857143,0.0645008957470901,79.3990692511624
2.79428571428571,0.0646055577906016,79.5633985626644
2.8,0.0647102114011121,79.7277365872931
2.80571428571429,0.0648148566496717,79.8920833299552
2.81142857142857,0.0649194936065635,80.0564387954995
2.81714285714286,0.0650241223413098,80.2208029887163
2.82285714285714,0.0651287429226769,80.3851759143384
2.82857142857143,0.0652333554186805,80.5495575770404
2.83428571428571,0.0653379598965907,80.713947981439
2.84,0.0654425564229375,80.8783471320935
2.84571428571429,0.0655471450635153,81.0427550335053
2.85142857142857,0.0656517258833881,81.2071716901184
2.85714285714286,0.0657562989468944,81.3715971063192
2.86285714285714,0.0658608643176522,81.5360312864367
2.86857142857143,0.0659654220585636,81.7004742347428
2.87428571428571,0.0660699722318203,81.864925955452
2.88,0.0661745148989076,82.0293864527218
2.88571428571429,0.0662790501206102,82.1938557306525
2.89142857142857,0.0663835779570164,82.3583337932877
2.89714285714286,0.0664880984675233,82.522820644614
2.90285714285714,0.0665926117108418,82.6873162885613
2.90857142857143,0.066697117745001,82.8518207290027
2.91428571428571,0.0668016166273536,83.0163339697551
2.92,0.0669061084145806,83.1808560145784
2.92571428571429,0.0670105931626957,83.3453868671766
2.93142857142857,0.0671150709270506,83.5099265311971
2.93714285714286,0.0672195417623396,83.6744750102312
2.94285714285714,0.0673240057226044,83.8390323078142
2.94857142857143,0.0674284628612383,84.0035984274253
2.95428571428571,0.0675329132309916,84.1681733724878
2.96,0.0676373568839758,84.3327571463692
2.96571428571429,0.067741793871668,84.4973497523813
2.97142857142857,0.0678462242449159,84.6619511937804
2.97714285714286,0.0679506480539421,84.8265614737671
2.98285714285714,0.0680550653483482,84.9911805954869
2.98857142857143,0.0681594761771199,85.1558085620296
2.99428571428571,0.068263880588631,85.32044537643
3,0.0683682786306476,85.4850910416679
3.00571428571429,0.068472670350333,85.6497455606681
3.01142857142857,0.0685770557942513,85.8144089363002
3.01714285714286,0.0686814350083723,85.9790811713794
3.02285714285714,0.0687858080380751,86.1437622686659
3.02857142857143,0.0688901749281529,86.3084522308656
3.03428571428571,0.0689945357228169,86.4731510606298
3.04,0.0690988904657002,86.6378587605554
3.04571428571429,0.0692032391998625,86.802575333185
3.05142857142857,0.0693075819677937,86.9673007810072
3.05714285714286,0.069411918811418,87.1320351064566
3.06285714285714,0.0695162497720983,87.2967783119136
3.06857142857143,0.0696205748906398,87.4615303997049
3.07428571428571,0.069724894207294,87.6262913721036
3.08,0.0698292077617631,87.7910612313292
3.08571428571429,0.0699335155932034,87.9558399795475
3.09142857142857,0.0700378177402296,88.120627618871
3.09714285714286,0.0701421142409184,88.2854241513591
3.10285714285714,0.0702464051328125,88.4502295790177
3.10857142857143,0.0703506904529245,88.6150439038002
3.11428571428571,0.0704549702377405,88.7798671276064
3.12,0.0705592445232243,88.9446992522839
3.12571428571429,0.0706635133448206,89.1095402796272
3.13142857142857,0.0707677767374594,89.2743902113783
3.13714285714286,0.070872034735559,89.4392490492269
3.14285714285714,0.0709762873730306,89.60411679481
3.14857142857143,0.071080534683281,89.7689934497128
3.15428571428571,0.0711847766992171,89.9338790154681
3.16,0.0712890134532493,90.0987734935567
3.16571428571429,0.0713932449772947,90.2636768854076
3.17142857142857,0.0714974713027814,90.4285891923981
3.17714285714286,0.0716016924606516,90.5935104158537
3.18285714285714,0.0717059084813654,90.7584405570483
3.18857142857143,0.0718101193949042,90.9233796172048
3.19428571428571,0.0719143252307745,91.0883275974944
3.2,0.0720185260180109,91.2532844990373
3.20571428571429,0.0721227217851804,91.4182503229027
3.21142857142857,0.072226912560385,91.5832250701088
3.21714285714286,0.0723310983712656,91.748208741623
3.22285714285714,0.0724352792450057,91.9132013383621
3.22857142857143,0.0725394552083342,92.0782028611923
3.23428571428571,0.0726436262875293,92.2432133109294
3.24,0.0727477925084214,92.4082326883389
3.24571428571429,0.072851953896397,92.5732609941361
3.25142857142857,0.0729561104764019,92.7382982289862
3.25714285714286,0.073060262272944,92.9033443935046
3.26285714285714,0.0731644093100974,93.0683994882568
3.26857142857143,0.073268551611505,93.2334635137587
3.27428571428571,0.0733726892003823,93.3985364704766
3.28,0.0734768220995202,93.5636183588274
3.28571428571429,0.0735809503312886,93.7287091791788
3.29142857142857,0.0736850739176392,93.893808931849
3.29714285714286,0.0737891928801092,94.0589176171077
3.30285714285714,0.0738933072398241,94.2240352351753
3.30857142857143,0.0739974170175009,94.3891617862235
3.31428571428571,0.0741015222334514,94.5542972703755
3.32,0.0742056229075851,94.7194416877059
3.32571428571429,0.0743097190594126,94.8845950382408
3.33142857142857,0.0744138107080483,95.0497573219583
3.33714285714286,0.0745178978722139,95.2149285387881
3.34285714285714,0.074621980570241,95.3801086886121
3.34857142857143,0.0747260588200745,95.5452977712644
3.35428571428571,0.0748301326392755,95.7104957865312
3.36,0.0749342020450243,95.8757027341512
3.36571428571429,0.0750382670541232,96.0409186138156
3.37142857142857,0.0751423276829998,96.2061434251684
3.37714285714286,0.0752463839477098,96.3713771678064
3.38285714285714,0.0753504358639399,96.5366198412791
3.38857142857143,0.0754544834470107,96.7018714450894
3.39428571428571,0.0755585267118797,96.8671319786933
3.4,0.0756625656731444,97.0324014415001
3.40571428571429,0.0757666003450445,97.1976798328726
3.41142857142857,0.0758706307414655,97.3629671521274
3.41714285714286,0.0759746568759411,97.5282633985346
3.42285714285714,0.0760786787616563,97.6935685713185
3.42857142857143,0.0761826964114501,97.8588826696571
3.43428571428571,0.0762867098378181,98.0242056926828
3.44,0.0763907190529156,98.1895376394823
3.44571428571429,0.0764947240685603,98.3548785090968
3.45142857142857,0.076598724896235,98.5202283005219
3.45714285714286,0.0767027215470904,98.6855870127081
3.46285714285714,0.0768067140319476,98.8509546445607
3.46857142857143,0.0769107023613012,99.0163311949401
3.47428571428571,0.0770146865453217,99.1817166626618
3.48,0.0771186665938585,99.3471110464965
3.48571428571429,0.0772226425164421,99.5125143451704
3.49142857142857,0.0773266143222872,99.6779265573654
3.49714285714286,0.0774305820202952,99.8433476817189
3.50285714285714,0.0775345456190566,100.008777716824
3.50857142857143,0.0776385051268544,100.174216661231
3.51428571428571,0.0777424605516654,100.339664513444
3.52,0.0778464119011641,100.505121271927
3.52571428571429,0.0779503591827244,100.670586935095
3.53142857142857,0.0780543024034228,100.836061501326
3.53714285714286,0.0781582415700404,101.001544968949
3.54285714285714,0.0782621766890658,101.167037336254
3.54857142857143,0.0783661077666974,101.332538601485
3.55428571428571,0.0784700348088463,101.498048762846
3.56,0.0785739578211381,101.663567818496
3.56571428571429,0.0786778768089161,101.829095766552
3.57142857142857,0.0787817917772434,101.994632605089
3.57714285714286,0.0788857027309054,102.16017833214
3.58285714285714,0.0789896096744122,102.325732945695
3.58857142857143,0.079093512612001,102.491296443701
3.59428571428571,0.0791974115476385,102.656868824067
3.6,0.079301306485023,102.822450084657
3.60571428571429,0.0794051974275869,102.988040223293
3.61142857142857,0.0795090843784985,103.153639237759
3.61714285714286,0.0796129673406636,103.319247125794
3.62285714285714,0.0797168463167273,103.484863885099
3.62857142857143,0.0798207213090733,103.650489513331
3.63428571428571,0.0799245923198226,103.81612400811
3.64,0.0800284593508251,103.981767367011
3.64571428571429,0.0801323224036368,104.147419587572
3.65142857142857,0.0802361814794502,104.31308066729
3.65714285714286,0.080340036578843,104.478750603622
3.66285714285714,0.0804438877005783,104.644429393987
3.66857142857143,0.0805477348319168,104.810117035775
3.67428571428571,0.0806515778268693,104.975813526245
3.68,0.0807554172007623,105.141518862628
3.68571428571429,0.0808592524677666,105.30723304249
3.69142857142857,0.0809630837339818,105.472956062839
3.69714285714286,0.0810669110216652,105.638687920869
3.70285714285714,0.0811707343332632,105.804428613724
3.70857142857143,0.0812745536686258,105.970178138507
3.71428571428571,0.0813783690268597,106.13593649228
3.72,0.0814821804066923,106.301703672067
3.72571428571429,0.0815859878065737,106.467479674852
3.73142857142857,0.0816897912247125,106.633264497583
3.73714285714286,0.0817935906590913,106.799058137168
3.74285714285714,0.0818973861074752,106.964860590477
3.74857142857143,0.0820011775674162,107.130671854343
3.75428571428571,0.0821049650362574,107.296491925562
3.76,0.0822087485111354,107.46232080089
3.76571428571429,0.0823125279889833,107.628158477047
3.77142857142857,0.082416303466533,107.794004950717
3.77714285714286,0.082520074940317,107.959860218544
3.78285714285714,0.0826238424066713,108.125724277139
3.78857142857143,0.0827276058617367,108.291597123071
3.79428571428571,0.0828313653014616,108.457478752878
3.8,0.0829351207216037,108.623369163058
3.80571428571429,0.0830388721177319,108.789268350074
3.81142857142857,0.0831426194852288,108.955176310351
3.81714285714286,0.0832463628192921,109.12109304028
3.82285714285714,0.083350102114937,109.287018536216
3.82857142857143,0.0834538373669981,109.452952794477
3.83428571428571,0.0835575685701312,109.618895811346
3.84,0.0836612957188155,109.784847583072
3.84571428571429,0.0837650188073552,109.950808105867
3.85142857142857,0.0838687378298817,110.116777375908
3.85714285714286,0.0839724527803554,110.282755389337
3.86285714285714,0.0840761636525675,110.448742142263
3.86857142857143,0.0841798704401423,110.614737630758
3.87428571428571,0.0842835731365386,110.780741850861
3.88,0.0843872717350516,110.946754798575
3.88571428571429,0.0844909662288151,111.112776469871
3.89142857142857,0.0845946566108031,111.278806860685
3.89714285714286,0.0846983428738316,111.444845966918
3.90285714285714,0.0848020250105607,111.610893784439
3.90857142857143,0.0849057030134959,111.776950309083
3.91428571428571,0.0850093768749904,111.94301553665
3.92,0.0851130465872467,112.109089462909
3.92571428571429,0.0852167121423184,112.275172083594
3.93142857142857,0.0853203735321119,112.441263394408
3.93714285714286,0.0854240307483882,112.607363391019
3.94285714285714,0.0855276837827646,112.773472069063
3.94857142857143,0.0856313326267166,112.939589424145
3.95428571428571,0.0857349772715794,113.105715451836
3.96,0.0858386177085498,113.271850147675
3.96571428571429,0.0859422539286879,113.437993507169
3.97142857142857,0.0860458859229185,113.604145525794
3.97714285714286,0.0861495136820333,113.770306198993
